"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.628385629E0,-7.564544678E-2,6.995612383E-2,-2.233257294E-1,2.459481130E-1
4.633437504E0,-1.002373695E-1,1.744635701E-1,-4.175567627E-2,2.054959952E-1
4.638489379E0,-5.216312408E-2,2.490667701E-1,3.027534485E-2,2.562651829E-1
4.643541254E0,-1.018238068E-2,2.593277693E-1,8.487081528E-2,2.730524273E-1
4.648593129E0,4.601716995E-2,1.900997162E-1,1.422715187E-1,2.418608423E-1
4.653645004E0,1.820316315E-1,1.234739423E-1,1.141128540E-1,2.477964340E-1
4.658696879E0,2.093605995E-1,2.638542652E-2,1.188917160E-1,2.422050608E-1
4.663748754E0,1.169524193E-1,-4.166609049E-2,9.463930130E-2,1.561106301E-1
4.668800629E0,8.158969879E-2,-7.735854387E-2,1.116700172E-1,1.584658197E-1
4.673852504E0,6.210374832E-2,-1.189336777E-1,6.187820435E-2,1.477531976E-1
4.678904379E0,4.162216187E-2,-9.144777060E-2,2.670431137E-2,1.039625863E-1
4.683956254E0,6.400346756E-2,-8.333194256E-2,-3.069067001E-2,1.094649430E-1
4.689008129E0,5.745887756E-4,-7.776331902E-2,-8.988428116E-2,1.188555760E-1
4.694060004E0,-2.458810806E-2,-4.827761650E-2,-8.652734756E-2,1.020895939E-1
4.699111879E0,-1.286697388E-2,4.750311375E-3,-8.898544312E-2,9.003629025E-2
4.704163754E0,-3.472137451E-2,3.592044115E-2,1.331758499E-2,5.170309479E-2
4.709215629E0,-9.325838089E-2,8.943039179E-2,3.048944473E-2,1.327573984E-1
4.714267504E0,-9.553289413E-2,1.199945807E-1,7.607936859E-2,1.712112835E-1
4.719319379E0,-7.760810852E-2,1.564828753E-1,1.355772018E-1,2.211132887E-1
4.724371254E0,-2.279281616E-2,1.001248360E-1,1.326026917E-1,1.677139502E-1
4.729423129E0,-1.917505264E-2,9.775006771E-2,1.958341599E-1,2.197129412E-1
4.734475004E0,-1.389265060E-2,4.666179419E-2,2.069439888E-1,2.125938458E-1
4.739526879E0,3.310871124E-2,1.852816343E-2,2.320122719E-1,2.350939682E-1
4.744578754E0,6.223201752E-2,-2.488392591E-2,1.876378059E-1,1.992485382E-1
4.749630629E0,8.911561966E-2,-6.803804636E-2,1.859922409E-1,2.171724732E-1
4.754682504E0,1.219148636E-1,-4.340958595E-2,1.674952507E-1,2.116655029E-1
4.759734379E0,1.034021378E-1,-3.816235065E-2,9.327554703E-2,1.443907711E-1
4.764786254E0,5.640602112E-2,-5.786490440E-2,1.148290634E-1,1.404126069E-1
4.769838129E0,3.708696365E-2,-1.693195105E-2,-8.678436279E-3,4.168271939E-2
4.774890004E0,1.542139053E-2,2.132070065E-2,-9.538793564E-2,9.895074445E-2
4.779941879E0,-1.223230362E-2,2.467614412E-2,-1.835284233E-1,1.855834678E-1
4.784993754E0,-3.635358810E-2,-5.214154720E-3,-2.872905731E-1,2.896284589E-1
4.792491358E0,-7.390975952E-2,-1.140284538E-2,-3.979802132E-1,4.049455859E-1
4.797560837E0,-6.597614288E-2,1.455956697E-2,-4.768738747E-1,4.816362993E-1
4.802630420E0,-2.987241745E-2,2.954888344E-2,-4.526972771E-1,4.546430715E-1
4.807699900E0,2.462053299E-2,3.959214687E-2,-4.866042137E-1,4.888326601E-1
4.812768962E0,4.390811920E-2,1.154518127E-2,-4.343967438E-1,4.367628019E-1
4.817838441E0,9.125757217E-2,7.587611675E-3,-3.169980049E-1,3.299594694E-1
4.822907973E0,1.187901497E-1,2.874219418E-2,-2.025094032E-1,2.365317564E-1
4.827977452E0,1.374645233E-1,1.178139448E-2,-6.845378876E-2,1.540169394E-1
4.833045577E0,1.357574463E-1,2.856379747E-2,6.336784363E-2,1.525170756E-1
4.838115004E0,1.281914711E-1,1.819920540E-2,1.311058998E-1,1.842634562E-1
4.843184431E0,7.663249969E-2,1.871234179E-2,1.960282326E-1,2.113048975E-1
4.848253910E0,3.144121170E-2,4.252195358E-4,2.236108780E-1,2.258108841E-1
4.853325889E0,5.565214157E-2,-1.285457611E-2,2.555837631E-1,2.618882604E-1
4.858395420E0,1.082606316E-1,-4.635661840E-2,2.349200249E-1,2.627864504E-1
4.863465004E0,8.201026917E-2,-7.839101553E-2,1.859550476E-1,2.178304738E-1
4.868534587E0,9.409618378E-2,-1.279726028E-1,1.551003456E-1,2.220071983E-1
4.873604379E0,1.250953674E-1,-1.401463151E-1,1.351990700E-1,2.314489773E-1
4.878673962E0,1.355924606E-1,-1.686005592E-1,6.684446335E-2,2.264500966E-1
4.883743545E0,1.258254051E-1,-1.444855034E-1,2.874517441E-2,1.937379114E-1
4.888813129E0,1.269493103E-1,-1.797803640E-1,8.231115341E-2,2.349728339E-1
4.893882816E0,1.529784203E-1,-1.873237193E-1,9.390258789E-2,2.594422265E-1
4.898952400E0,1.526389122E-1,-1.744370461E-1,8.524513245E-2,2.469689316E-1
4.904021983E0,1.832647324E-1,-1.721022129E-1,1.264820099E-1,2.814299782E-1
4.909091514E0,1.699385643E-1,-1.339812279E-1,1.338815689E-1,2.544687791E-1
4.914156514E0,1.723384857E-1,-6.638294458E-2,1.339225769E-1,2.281282657E-1
4.919225837E0,1.451940536E-1,-7.291680574E-2,1.658639908E-1,2.321831975E-1
4.924295212E0,1.290650368E-1,-4.491901398E-2,2.318830490E-1,2.691565529E-1
4.929364535E0,8.575296402E-2,-1.708614826E-2,2.415347099E-1,2.568745285E-1
4.934448545E0,6.190299988E-3,-1.560819149E-2,2.259502411E-1,2.265732705E-1
4.939518545E0,-1.211071014E-2,1.072150469E-2,1.878943443E-1,1.885892484E-1
4.944588493E0,-1.097021103E-1,3.672713041E-2,5.380201340E-2,1.275856252E-1
4.949658545E0,-1.602005959E-1,2.677941322E-2,4.348754883E-4,1.624240038E-1
4.954728545E0,-1.663680077E-1,3.812134266E-2,-7.265949249E-2,1.855018938E-1
4.959813441E0,-1.773395538E-1,4.923588037E-2,-1.106061935E-1,2.147259167E-1
4.964884170E0,-1.954894066E-1,7.080358267E-2,-2.110533714E-1,2.962647144E-1
4.969954795E0,-1.827864647E-1,5.526727438E-2,-2.095327377E-1,2.834948526E-1
4.975025473E0,-1.393842697E-1,2.187073231E-2,-1.770830154E-1,2.264170884E-1
4.980049223E0,-9.184741974E-2,2.779304981E-2,-2.123565674E-1,2.330315726E-1
4.985117556E0,-4.730463028E-2,-4.373526573E-2,-2.257471085E-1,2.347600019E-1
4.990185889E0,1.813554764E-2,-5.769324303E-2,-1.664657593E-1,1.771108619E-1
4.995254223E0,6.041908264E-2,-5.735397339E-2,-1.373329163E-1,1.606246360E-1
5.000326150E0,1.294918060E-1,-7.140845060E-2,-3.463649750E-2,1.518781801E-1
5.005394639E0,9.221982956E-2,-6.169384718E-2,5.181884766E-2,1.224574241E-1
5.010463129E0,7.430267334E-2,-5.677479506E-2,1.066341400E-1,1.418277280E-1
5.015531670E0,-2.844810486E-3,-1.219358742E-1,9.922742844E-2,1.572340069E-1
5.020609952E0,-7.811880112E-2,-1.354084909E-1,8.828163147E-2,1.795317603E-1
5.025678910E0,-8.264875412E-2,-1.272862852E-1,1.206922531E-2,1.522441498E-1
5.030747920E0,-1.144237518E-1,-1.417637765E-1,-2.553367615E-2,1.839612240E-1
5.035816931E0,-1.317114830E-1,-8.834964037E-2,-9.841918945E-2,1.866545219E-1
5.040881306E0,-1.345701218E-1,-7.705622911E-2,-2.028074265E-1,2.552991037E-1
5.045950108E0,-2.023906708E-1,-7.935762405E-3,-2.508759499E-1,3.224340276E-1
5.051018858E0,-1.479902267E-1,6.151753664E-2,-2.313914299E-1,2.814738147E-1
5.056087608E0,-1.546258926E-1,8.372265100E-2,-2.714762688E-1,3.234470799E-1
5.061160264E0,-2.311172485E-1,8.666747808E-2,-2.591423988E-1,3.578843629E-1
5.066229170E0,-2.544159889E-1,8.818811178E-2,-2.175412178E-1,3.461629962E-1
5.071298129E0,-2.320847511E-1,8.242869377E-2,-1.706705093E-1,2.996435282E-1
5.076367139E0,-1.706094742E-1,6.707626581E-2,-1.160287857E-1,2.169550581E-1
5.081419014E0,-1.618022919E-1,-5.258798599E-3,-4.770755768E-2,1.687709918E-1
5.086470889E0,-1.006984711E-1,-7.227253914E-2,-3.827047348E-2,1.297232868E-1
5.091522764E0,-5.089092255E-2,-1.293272078E-1,-4.188680649E-2,1.451548044E-1
5.096574639E0,-9.423780441E-2,-1.383609176E-1,4.608440399E-2,1.736325994E-1
5.101626514E0,-7.447862625E-2,-1.008246541E-1,1.442375183E-1,1.910945795E-1
5.106678389E0,-6.120491028E-2,-5.620002747E-2,1.220302582E-1,1.476342374E-1
5.111730264E0,-7.213783264E-2,-4.265457392E-2,4.574012756E-2,9.547480738E-2
5.116782139E0,1.578330994E-4,-6.258243322E-2,-2.754497528E-2,6.837624970E-2
5.121834014E0,4.217958450E-2,-1.118856668E-2,-2.067470551E-2,4.828814369E-2
5.126885889E0,5.400848389E-2,3.515952826E-2,2.074909210E-2,6.770253749E-2
5.131937764E0,8.812427521E-2,9.086090326E-2,-1.754093170E-2,1.277860552E-1
5.136989639E0,1.278848648E-1,8.942842484E-2,-1.504893303E-1,2.167925745E-1
5.142041514E0,1.757473946E-1,3.920191526E-2,-2.218894958E-1,2.857601883E-1
5.147093389E0,1.946744919E-1,3.340977430E-2,-1.441903114E-1,2.445510514E-1
5.152145264E0,1.693949699E-1,3.716784716E-2,-1.371078491E-1,2.210761565E-1
5.157197139E0,1.263599396E-1,1.469206810E-2,-1.133084297E-1,1.703569530E-1
5.162249014E0,5.873918533E-2,-1.968115568E-2,-5.290365219E-2,8.146432469E-2
5.167300889E0,2.734422684E-2,-6.005203724E-2,-3.701066971E-2,7.565542671E-2
5.172352764E0,8.200645447E-3,-7.786124945E-2,-1.308250427E-2,7.937743174E-2
5.177404639E0,-2.646207809E-2,-6.753259897E-2,2.984857559E-2,7.843360865E-2
5.182456514E0,-2.771139145E-2,-4.331094027E-2,3.571319580E-2,6.260344333E-2
5.187508389E0,-3.161716461E-2,-5.016589165E-2,2.876472473E-2,6.590653360E-2
5.192560264E0,-1.913166046E-2,-7.722187042E-2,-2.892732620E-2,8.465239456E-2
5.197612139E0,-5.822658539E-3,-6.579953432E-2,-5.021762848E-2,8.297766133E-2
5.202664014E0,1.192855835E-2,-6.498694420E-2,-3.666782379E-2,7.556535398E-2
5.207715889E0,1.290416718E-2,-2.006345987E-2,-4.578256607E-2,5.162463858E-2
5.212767764E0,-4.314279556E-2,5.784398317E-2,-4.293203354E-2,8.396658086E-2
5.217819639E0,-4.161882401E-2,5.307757854E-2,-1.407909393E-2,6.890266135E-2
5.222871514E0,-1.029434204E-1,5.058079958E-2,6.090164185E-3,1.148601549E-1
5.227923389E0,-1.136064529E-1,6.361138821E-2,-2.681732178E-3,1.302306667E-1
5.232975264E0,-1.405711174E-1,4.334533215E-2,3.589010239E-2,1.514171599E-1
5.238027139E0,-1.849751472E-1,6.441175938E-3,9.416055679E-2,2.076619953E-1
5.243079014E0,-1.160821915E-1,-2.781730890E-2,6.514167786E-2,1.359864554E-1
5.248130889E0,-6.802368164E-2,-7.838392258E-2,8.751106262E-2,1.357550981E-1
5.253182764E0,-6.909322739E-2,-1.248615086E-1,7.291603088E-2,1.602529811E-1
5.258234639E0,-6.516218185E-2,-1.008074582E-1,2.138137817E-2,1.219238160E-1
5.263286514E0,5.309963226E-2,-1.116056442E-1,6.017351151E-2,1.374636034E-1
5.268338389E0,7.040643692E-2,-1.260476112E-1,9.170675278E-2,1.710415013E-1
5.273390264E0,3.629016876E-2,-1.118293405E-1,7.924652100E-2,1.417843039E-1
5.278442139E0,4.400634766E-2,-1.165567636E-1,9.187078476E-2,1.547975416E-1
5.283494014E0,1.029033661E-1,-1.010189950E-1,9.115123749E-2,1.705945140E-1
5.288545889E0,1.184449196E-1,-1.248407066E-1,1.226124763E-1,2.113012550E-1
5.293597764E0,1.765146255E-1,-1.269805431E-1,1.052274704E-1,2.415663302E-1
5.298649639E0,2.293524742E-1,-1.384997666E-1,1.010584831E-1,2.863521604E-1
5.303701514E0,2.732725143E-1,-1.770652533E-1,1.113595963E-1,3.441379530E-1
5.308753389E0,2.133016586E-1,-1.604292393E-1,1.431756020E-1,3.028768585E-1
5.313805264E0,1.465005875E-1,-1.496627033E-1,9.656476974E-2,2.306211214E-1
5.318857139E0,9.094238281E-2,-1.234428883E-1,4.916667938E-2,1.610156080E-1
5.323909014E0,7.396364212E-2,-1.174931824E-1,7.570219040E-2,1.581331398E-1
5.328960889E0,4.986572266E-2,-7.460051775E-2,6.653833389E-2,1.117102387E-1
5.334012764E0,-5.709743500E-2,-4.261517525E-2,-4.238224030E-2,8.290008768E-2
5.339064639E0,-8.952665329E-2,-2.633577585E-2,-6.488227844E-2,1.136587207E-1
5.344116514E0,-1.264405251E-1,-2.098572254E-2,-1.881575584E-1,2.276639491E-1
5.349168389E0,-1.107058525E-1,3.295052052E-2,-2.914905548E-1,3.135414903E-1
5.354220264E0,-1.140623093E-1,3.529882431E-2,-3.049349785E-1,3.274775695E-1
5.359272139E0,-9.155988693E-2,6.141966581E-2,-3.048934937E-1,3.242154079E-1
5.364324014E0,-1.089529991E-1,6.007575989E-2,-3.375797272E-1,3.597776051E-1
5.369375889E0,-1.823987961E-1,5.290949345E-2,-3.327822685E-1,3.831615502E-1
5.374427764E0,-1.697092056E-1,3.881710768E-2,-2.258772850E-1,2.851815741E-1
5.379479639E0,-1.178278923E-1,5.083328485E-2,-1.698665619E-1,2.128898398E-1
5.384531514E0,-9.848546982E-2,6.891131401E-3,-7.152938843E-2,1.219152528E-1
5.389583389E0,-6.277894974E-2,2.402788401E-2,6.767272949E-2,9.538413944E-2
5.394635264E0,-8.085441589E-2,-2.793604136E-2,1.665520668E-1,1.872363478E-1
5.399687139E0,-1.058092117E-1,-8.292728662E-2,2.562026978E-1,2.893308599E-1
5.404739014E0,-6.991863251E-2,-1.516101956E-1,3.438630104E-1,3.822512741E-1
5.409790889E0,-4.020261765E-2,-1.567729414E-1,2.905774117E-1,3.326097379E-1
5.414842764E0,-8.061361313E-2,-1.963043809E-1,1.710267067E-1,2.725510943E-1
5.419894639E0,-6.914329529E-2,-2.085379362E-1,8.521604538E-2,2.356494017E-1
5.424946514E0,-5.983495712E-2,-1.223667860E-1,2.800841331E-1,3.114497938E-1
5.429998389E0,-1.375184059E-1,-5.756318569E-3,3.999280930E-1,4.229502650E-1
5.435050264E0,-1.635918617E-1,1.376836896E-1,2.908859253E-1,3.610176133E-1
5.440102139E0,-1.452655792E-1,2.207487822E-1,1.932196617E-1,3.273621099E-1
5.445154014E0,-1.051969528E-1,1.831265092E-1,9.134292603E-3,2.113886292E-1
5.450205889E0,-3.165817261E-2,9.803068638E-2,-1.799378395E-1,2.073400141E-1
5.455257764E0,6.310319901E-2,2.996170521E-2,-2.562808990E-1,2.656306020E-1
5.460309639E0,1.205129623E-1,-6.690800190E-3,-2.978091240E-1,3.213384746E-1
5.465361514E0,6.822204590E-2,-1.812785864E-2,-1.977028847E-1,2.099268859E-1
5.470413389E0,4.596185684E-2,4.532331228E-2,-1.399040222E-1,1.540773518E-1
5.475465264E0,2.368927002E-3,6.063306332E-2,-9.314489365E-2,1.111663231E-1
5.480517139E0,2.561807632E-2,6.750118732E-2,6.490564346E-2,9.708469848E-2
5.485569014E0,4.846477509E-2,1.088945270E-1,1.505999565E-1,1.920604054E-1
5.490620889E0,7.922124863E-2,1.523864269E-1,1.538510323E-1,2.305813728E-1
5.495672764E0,8.446455002E-2,1.255436540E-1,1.823468208E-1,2.369511180E-1
5.500724639E0,7.995128632E-2,1.037093997E-1,2.262635231E-1,2.614249981E-1
5.505776514E0,7.173299789E-2,5.229336023E-2,1.488428116E-1,1.733043596E-1
5.510828389E0,3.375816345E-2,2.750605345E-2,9.239959717E-2,1.021463760E-1
5.515880264E0,1.384592056E-2,1.354551315E-2,1.089420319E-1,1.106506066E-1
5.520932139E0,-3.078174591E-2,1.618909836E-2,6.826210022E-2,7.661146855E-2
5.525984014E0,-3.225088120E-2,-1.381993294E-3,5.521011353E-2,6.395456105E-2
5.531035889E0,-7.042694092E-2,6.100296974E-3,5.641365051E-2,9.044151477E-2
5.536087764E0,-5.826759338E-2,1.949214935E-2,7.291507721E-2,9.535022186E-2
5.541139639E0,-6.755733490E-2,3.029239178E-2,7.379770279E-2,1.045357519E-1
5.546191514E0,-6.723594666E-2,4.225897789E-2,7.583427429E-2,1.098058782E-1
5.551243389E0,-4.062986374E-2,7.885694504E-2,4.323101044E-2,9.868193285E-2
5.556295264E0,8.425712585E-3,1.234292984E-1,3.692007065E-2,1.291080011E-1
5.561347139E0,5.720710754E-2,8.686465025E-2,1.152038574E-2,1.046462608E-1
5.566399014E0,2.258634567E-2,6.967872381E-2,-7.869720459E-3,7.366953280E-2
5.571450889E0,4.899787903E-2,3.820961714E-2,3.594398499E-3,6.223894835E-2
5.576502764E0,8.242845535E-2,5.451345444E-2,3.266334534E-2,1.040819922E-1
5.581554639E0,7.524442673E-2,4.240989685E-3,3.413105011E-2,8.273232940E-2
5.586606514E0,5.747175217E-2,-5.402910709E-2,3.909921646E-2,8.803916991E-2
5.591658389E0,9.225130081E-2,-7.970917225E-2,5.932283401E-2,1.355841188E-1
5.596710264E0,1.625504494E-1,-1.967666149E-1,6.136703491E-2,2.624988806E-1
5.601762139E0,2.834496498E-1,-2.191548645E-1,1.499705315E-1,3.884117904E-1
5.606814014E0,3.057832718E-1,-2.259140611E-1,2.308769226E-1,4.447973985E-1
5.611865889E0,3.514804840E-1,-2.467650473E-1,2.709441185E-1,5.077816800E-1
5.616917764E0,3.907260895E-1,-1.878980994E-1,2.846803665E-1,5.186670260E-1
5.621969639E0,3.715782166E-1,-1.829704046E-1,3.349866867E-1,5.326956169E-1
5.627021514E0,4.679303169E-1,-1.603381932E-1,3.407878876E-1,6.006692118E-1
5.632073389E0,5.265650749E-1,-1.698572636E-1,3.240799904E-1,6.412098785E-1
5.637125264E0,5.026578903E-1,-1.031099260E-1,3.171310425E-1,6.032153095E-1
5.642177139E0,4.931130409E-1,-2.947896719E-2,2.794775963E-1,5.675713237E-1
5.647229014E0,4.811153412E-1,6.400841475E-2,1.888751984E-1,5.208098398E-1
5.652280889E0,4.523916245E-1,9.299445152E-2,1.420230865E-1,4.831942746E-1
5.657332764E0,3.678870201E-1,1.327740550E-1,1.504282951E-1,4.190447246E-1
5.662384639E0,3.171768188E-1,1.856319308E-1,1.542115211E-1,3.985492961E-1
5.667436514E0,2.004570961E-1,2.194262147E-1,1.662282944E-1,3.405330482E-1
5.672488389E0,1.382117271E-1,1.983000636E-1,2.125329971E-1,3.218628149E-1
5.677540264E0,2.655172348E-2,2.010661364E-1,1.646685600E-1,2.612437939E-1
5.682592139E0,-1.147675514E-1,1.477071047E-1,1.525139809E-1,2.413493194E-1
5.687644014E0,-2.214360237E-1,8.599191904E-2,1.188178062E-1,2.656053347E-1
5.692695889E0,-2.773399353E-1,2.675193548E-2,6.874752045E-2,2.869831482E-1
5.697747764E0,-2.959990501E-1,-1.689893007E-2,-2.008867264E-2,2.971608425E-1
5.702799639E0,-2.836313248E-1,-3.932464123E-2,-9.159278870E-2,3.006366490E-1
5.707851514E0,-2.879977226E-1,-9.285706282E-2,-1.577820778E-1,3.412628114E-1
5.712903389E0,-2.924933434E-1,-1.082784534E-1,-2.149662971E-1,3.787968958E-1
5.717955264E0,-2.936854362E-1,-7.619714737E-2,-1.858654022E-1,3.558132775E-1
5.723007139E0,-3.106656075E-1,-2.995342016E-2,-1.946334839E-1,3.678213154E-1
5.728059014E0,-2.646436691E-1,2.059060335E-2,-2.412505150E-1,3.586949338E-1
5.733110889E0,-1.951675415E-1,8.615732193E-2,-1.450381279E-1,2.579719208E-1
5.738162764E0,-1.857500076E-1,1.703897119E-1,7.496833801E-3,2.521743876E-1
5.743214639E0,-2.182574272E-1,2.316287160E-1,3.198051453E-2,3.198607821E-1
5.748266514E0,-2.458138466E-1,2.654175758E-1,3.498649597E-2,3.634487469E-1
5.753318389E0,-2.483134270E-1,2.125281692E-1,3.217363358E-2,3.284249129E-1
5.758370264E0,-2.284817696E-1,1.543436050E-1,5.816936493E-2,2.817969880E-1
5.763422139E0,-2.293381691E-1,1.383121014E-1,1.116123199E-1,2.901440042E-1
5.768474014E0,-3.111677170E-1,1.013083458E-1,1.992988586E-1,3.831563181E-1
5.775968025E0,-2.554693222E-1,1.128931642E-1,2.124447823E-1,3.509162672E-1
5.781037035E0,-2.246212959E-1,1.273096204E-1,1.476554871E-1,2.974300067E-1
5.786106045E0,-1.623539925E-1,9.965270758E-2,1.419720650E-1,2.375827187E-1
5.791187816E0,-1.375336647E-1,2.433913946E-2,1.387872696E-1,1.969005049E-1
5.796257504E0,-1.640810966E-1,-3.504335880E-2,1.285796165E-1,2.113843917E-1
5.801327139E0,-2.213830948E-1,-4.869168997E-2,1.530070305E-1,2.734821872E-1
5.806396775E0,-2.818470001E-1,-5.862981081E-2,8.585500717E-2,3.004101670E-1
5.811465941E0,-3.454656601E-1,-1.110332310E-1,9.875297546E-3,3.630047137E-1
5.816535577E0,-4.025740623E-1,-1.675407887E-1,-5.005741119E-2,4.389094849E-1
5.821605212E0,-4.030766487E-1,-1.916133463E-1,-1.288175583E-1,4.645217138E-1
5.826674848E0,-4.327487946E-1,-1.539663374E-1,-9.226274490E-2,4.684971359E-1
5.831747712E0,-4.260616302E-1,-6.919392943E-2,4.801130295E-2,4.343056503E-1
5.836817504E0,-4.011716843E-1,5.654436350E-2,1.712341309E-1,4.398375983E-1
5.841887295E0,-4.188303947E-1,1.612517238E-1,2.051334381E-1,4.934579470E-1
5.846957087E0,-4.050912857E-1,1.607032418E-1,2.193822861E-1,4.879068242E-1
5.852024066E0,-3.756914139E-1,1.376932263E-1,2.094249725E-1,4.516218353E-1
5.857093702E0,-2.949228287E-1,1.719172597E-1,1.419892311E-1,3.697241685E-1
5.862163389E0,-1.750140190E-1,9.197169542E-2,1.748514175E-2,1.984803008E-1
5.867233025E0,-9.631681442E-2,4.839205742E-2,-7.764482498E-2,1.328436630E-1
5.872289223E0,-5.346298218E-3,-3.147274256E-2,-6.493473053E-2,7.235769246E-2
5.877358181E0,-1.740121841E-2,-7.716709375E-2,-7.356214523E-2,1.080229234E-1
5.882427191E0,6.747531891E-2,-9.526649117E-2,-1.160235405E-1,1.645906588E-1
5.887496150E0,1.353688240E-1,-2.025351524E-1,-1.205062866E-1,2.717847891E-1
5.892577868E0,2.088251114E-1,-2.509485483E-1,-1.121020317E-1,3.451810634E-1
5.897647504E0,2.104439735E-1,-3.003886342E-1,-1.323332787E-1,3.899129316E-1
5.902717087E0,1.286721230E-1,-3.069689274E-1,-5.953788757E-2,3.381289660E-1
5.907786723E0,9.254121780E-2,-2.996225655E-1,-1.000370979E-1,3.291579860E-1
5.912858129E0,1.097731590E-1,-2.618045509E-1,-7.688331604E-2,2.941136066E-1
5.917927868E0,8.581542969E-2,-2.424997389E-1,-2.001714706E-2,2.580137545E-1
5.922997556E0,1.007642746E-1,-2.140278518E-1,-2.335071564E-3,2.365730605E-1
5.928067295E0,1.520500183E-1,-1.277368963E-1,3.337049484E-2,2.013690956E-1
5.933135368E0,1.611227989E-1,-8.604353666E-2,6.781768799E-2,1.948416930E-1
5.938205004E0,1.761136055E-1,-7.788893580E-2,8.292341232E-2,2.096639709E-1
5.943274587E0,2.467179298E-1,-7.812026143E-2,1.502470970E-1,2.992435502E-1
5.948344275E0,2.751989365E-1,-3.545320034E-2,1.504735947E-1,3.156480425E-1
5.953431150E0,2.667288780E-1,-2.575397491E-3,1.292166710E-1,2.963914221E-1
5.958501670E0,2.882251740E-1,-3.192365170E-3,1.031813622E-1,3.061541043E-1
5.963572139E0,2.691912651E-1,2.588826418E-2,1.343412399E-1,3.019630908E-1
5.968642660E0,2.171554565E-1,2.740681171E-2,7.606458664E-2,2.317184649E-1
5.973676618E0,1.630339622E-1,6.699162722E-2,7.543754578E-2,1.917257789E-1
5.978745316E0,1.090807915E-1,7.556802034E-2,2.404928207E-2,1.348610868E-1
5.983813962E0,1.419262886E-1,9.958034754E-2,-2.773094177E-2,1.755799594E-1
5.988882608E0,1.978316307E-1,1.328241229E-1,-4.896259308E-2,2.432631029E-1
5.993937608E0,2.207798958E-1,1.501768231E-1,-1.242370605E-1,2.945024411E-1
5.999005577E0,2.659687996E-1,1.318242550E-1,-1.833014488E-1,3.488788582E-1
6.004073545E0,3.477716446E-1,8.983659744E-2,-1.351585388E-1,3.837754052E-1
6.009141566E0,3.801674843E-1,1.172274351E-1,-1.123194695E-1,4.133826930E-1
6.014229066E0,3.869733810E-1,1.078161001E-1,-1.248998642E-1,4.206812156E-1
6.019297973E0,3.567790985E-1,4.395520687E-2,-1.039867401E-1,3.742146810E-1
6.024366931E0,3.847980499E-1,1.622533798E-2,-5.569410324E-2,3.891460317E-1
6.029435941E0,3.670730591E-1,1.726847887E-2,1.158142090E-2,3.676614752E-1
6.034487816E0,3.300242424E-1,7.719457150E-3,2.651500702E-2,3.311776505E-1
6.039539691E0,2.822246552E-1,4.294574261E-3,4.764080048E-2,2.862496205E-1
6.044591566E0,1.895546913E-1,1.881927252E-2,9.842252731E-2,2.144111469E-1
6.049643441E0,1.069879532E-1,3.563386202E-2,1.133217812E-1,1.598687597E-1
6.054695316E0,4.255342484E-2,6.195014715E-2,1.082863808E-1,1.318125751E-1
6.059747191E0,-7.336616516E-3,6.925213337E-2,1.406669617E-3,6.965387740E-2
6.064799066E0,-2.247142792E-2,4.205036163E-2,-5.578660965E-2,7.338490173E-2
6.069850941E0,1.949214935E-2,-5.288779736E-3,-1.968150139E-1,1.978485905E-1
6.074902816E0,1.847982407E-2,-1.687914133E-2,-3.213896751E-1,3.223627345E-1
6.079954691E0,4.370546341E-2,-3.458917141E-2,-3.417263031E-1,3.462418873E-1
6.085006566E0,6.517934799E-2,-6.563389301E-2,-3.310756683E-1,3.437546414E-1
6.090058441E0,7.019329071E-2,-2.529627085E-2,-3.196907043E-1,3.282821132E-1
6.095110316E0,6.715583801E-2,-8.035659790E-3,-2.659668922E-1,2.744318972E-1
6.100162191E0,1.924610138E-2,-3.744912148E-2,-2.034449577E-1,2.077563475E-1
6.105214066E0,-1.617479324E-2,-2.955430746E-2,-1.547040939E-1,1.583301541E-1
6.110265941E0,-4.176807404E-2,-1.452869177E-2,-6.363821030E-2,7.749501083E-2
6.115317816E0,-8.368206024E-2,-4.832348228E-2,-2.212476730E-2,9.913299891E-2
6.120369691E0,-1.169342995E-1,-3.292995691E-2,-2.013540268E-2,1.231399484E-1
6.125421566E0,-2.010903358E-1,-1.528871059E-2,4.251670837E-2,2.061037077E-1
6.130473441E0,-2.881827354E-1,-3.580081463E-2,-1.049041748E-2,2.905873985E-1
6.135525316E0,-2.734546661E-1,-5.624699593E-2,-1.439690590E-1,3.141150568E-1
6.140577191E0,-2.314114571E-1,-8.294942975E-2,-2.064208984E-1,3.210007129E-1
6.145629066E0,-2.582912445E-1,-2.768743038E-2,-2.164216042E-1,3.381113301E-1
6.150680941E0,-2.350654602E-1,-3.795623779E-4,-1.123328209E-1,2.605274982E-1
6.155732816E0,-2.052664757E-1,9.817588329E-2,2.688789368E-2,2.291195952E-1
6.160784691E0,-2.436275482E-1,1.523162127E-1,3.691148758E-2,2.896844297E-1
6.165836566E0,-1.841015816E-1,1.716671586E-1,2.411985397E-2,2.528730374E-1
6.170888441E0,-1.080908775E-1,1.351743340E-1,-2.453374863E-2,1.748074461E-1
6.175940316E0,-8.434295654E-3,5.270081758E-2,-1.279287338E-1,1.386155635E-1
